name,ph_seq,ph_dur,ph_num,note_seq,note_dur,note_slur
Rather_Be_seg047,SP AP w iy r d ih f r ax n t ae n dh ax s ey m SP,0.3104128 0.7406208 0.0593792 0.0395776 0.1114624 0.0400384 0.0599552 0.1791616 0.0452352 0.104768 0.0895744 0.0179072 0.1935744 0.039552 0.0398976 0.0496896 0.2292096 0.2902528 0.08992 0.3604224,1 1 1 3 3 3 3 2 2 1,rest rest E4-46 E4-39 E4-2 B3+48 C4-15 G3+0 A3-36 rest,0.310 0.741 0.059 0.191 0.284 0.212 0.273 0.279 0.380 0.360,0 0 0 0 0 0 0 0 0 0
Rather_Be_seg048,SP g ey v y uw ax n ah dh er n ey t s w ih ch ah p dh ax b ae dx er r iy z SP,0.3604224 0.0662144 0.1931776 0.076224 0.0435456 0.2000128 0.1206016 0.1759744 0.2044544 0.0717312 0.0779648 0.1769088 0.2036096 0.1697792 0.1000064 0.0826112 0.1163392 0.2278784 0.1033856 0.0866304 0.1614464 0.1505792 0.1079424 0.3631872 0.035456 0.2437248 0.1163392 1.1242752 0.1197952 0.4802048,1 1 3 1 2 2 2 4 2 3 2 2 2 2 1,rest C4+47 C#4-42 D#4+36 D#4-2 D4-7 G#3+6 A#3+38 B3+38 G3+45 G3+1 rest C#4+3 C#4-46 rest B3+14 C#4-4 B3+42 B3+45 B3+36 D#4-7 C#4+46 B3+10 rest,0.360 0.066 0.263 0.050 0.070 0.130 0.110 0.186 0.276 0.255 0.223 0.333 0.344 0.123 0.229 0.259 0.203 0.196 0.360 0.184 0.140 0.190 0.730 0.480,0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0 0 1 0 0 1 1 1 0
Rather_Be_seg049,SP AP ih f y uw SP,0.4802048 0.5691648 0.1605376 0.1702912 0.0791808 0.1802112 0.132224,1 1 1 2 1 1,rest rest B4+37 rest D#4+44 rest,0.480 0.569 0.161 0.249 0.180 0.132,0 0 0 0 0 0
Rather_Be_seg050,SP ey v m iy ax ch ae n s ay w uh d t ey k ih t AP ih t s ax sh aa t ih n dh ax d aa r k b ah t ay l m ey k ih t AP n ow ih t ao l ah v y ao r hh aa r t y uw SP,0.132224 0.4094464 0.0593664 0.105344 0.1859328 0.1483008 0.178688 0.281728 0.1093888 0.120448 0.3691392 0.0697728 0.0708352 0.059392 0.1365248 0.324928 0.1526272 0.1600896 0.0630528 0.35008 0.1241472 0.1093632 0.1406592 0.2301824 0.2178944 0.4403584 0.036736 0.1643904 0.0499968 0.042752 0.1364096 0.1198208 0.3218432 0.0593664 0.051904 0.1192576 0.3080192 0.0470912 0.1737216 0.0398976 0.1179008 0.281792 0.1694592 0.1003392 0.1093888 0.5801984 0.0626816 0.3977344 0.1801984 0.1268352 0.4127744 0.0395776 0.1614464 0.0593664 0.0396032 0.0999936 0.0500096 0.0895744 0.2822912 0.0791552 0.1197952 0.0593792 0.1500032 0.129152,1 1 2 1 2 3 2 3 2 2 1 3 2 2 3 2 4 2 3 2 2 2 1 2 2 3 3 4 1 1,rest C#4+4 A#3+12 A#3+43 B3+11 G4-34 E4-9 C#4+0 C#4+42 B3+49 B3+2 F3+6 rest B4+40 E4-34 D4-33 B3+0 B3+43 G4+8 D4+7 C4+15 B3-17 B3+6 F3+50 rest B4+9 B4-8 C#5+40 C5-40 B4-8 A4+37 F#4+44 F4+39 rest,0.132 0.268 0.142 0.165 0.186 0.327 0.241 0.271 0.439 0.267 0.478 0.223 0.350 0.374 0.448 0.240 0.237 0.257 0.256 0.552 0.355 0.332 0.451 0.210 0.643 0.398 0.307 0.452 0.260 0.240 0.160 0.381 0.150 0.129,0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
Rather_Be_seg051,SP k ae n sh ey m iy SP,0.129152 0.06688 0.08416 0.0697984 0.1285632 0.3660032 0.1183616 0.1964672 0.2708096,1 1 3 2 1 1,rest C#4+9 C#4+14 B3+39 C#4+12 rest,0.129 0.067 0.283 0.484 0.196 0.271,0 0 0 0 0 0
Rather_Be_seg052,SP w eh n ay ae m w ih dh y uw SP,0.2708096 0.0302208 0.3333504 0.0721152 0.3435008 0.0916608 0.129152 0.054272 0.216576 0.0895744 0.0791808 0.2593664 0.0416768,1 1 2 1 3 3 1 1,rest D#4+7 D#4+2 D4-48 B3+8 B3+39 A3-39 rest,0.271 0.030 0.405 0.344 0.275 0.385 0.259 0.042,0 0 0 0 0 0 0 0
Rather_Be_seg053,SP dh eh r z n ow p l ey z ay d r ae dh er b iy AP n ow n ow n ow SP,0.0416768 0.101376 0.057984 0.0499968 0.0896 0.0827008 0.2673024 0.1177216 0.0340096 0.259712 0.118976 0.099776 0.0593792 0.1000064 0.35104 0.07552 0.2432128 0.1241472 0.666496 0.3603968 0.03296 0.027456 0.0800256 0.0595456 0.0669824 0.0726272 0.1197824,1 1 4 3 2 3 2 2 1 2 2 2 1 1,rest C4+28 C#4-47 D#4+41 D4+16 A#3+35 B3-42 C4+5 C4-47 D4-13 B3+5 C#4-13 rest F4-33 A#4+17 C5-2 rest,0.042 0.101 0.280 0.419 0.379 0.259 0.427 0.367 0.176 0.210 0.130 0.151 0.393 0.107 0.127 0.073 0.120,0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0
Rather_Be_seg054,SP n ow n ow SP,0.1197824 0.0601984 0.1804288 0.0408704 0.1487232 0.0697856,1 1 2 1 1,rest C5-49 B4+49 B4-35 rest,0.120 0.060 0.221 0.149 0.070,0 0 0 0 0
Rather_Be_seg055,SP n ow AP n ow p l ay s ay d r ae dh er b iy AP ow n ow n ow SP,0.0697856 0.054528 0.3256832 0.4208128 0.0426112 0.1677952 0.1020416 0.0185984 0.2689536 0.0893312 0.0700672 0.086848 0.0816256 0.2617216 0.0421376 0.0880768 0.10784 0.431744 0.2938752 0.0235904 0.074816 0.0607744 0.0272128 0.0988928 0.15104,1 1 1 2 3 2 3 2 2 1 1 2 2 1 1,rest C5-18 C5-44 rest C5-34 C5-15 G#4+48 C5-42 G#4+15 C5+0 C#5+50 rest F4-44 A#4-10 B4+50 rest,0.070 0.055 0.326 0.463 0.288 0.358 0.239 0.304 0.196 0.162 0.270 0.294 0.098 0.088 0.099 0.151,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
Rather_Be_seg056,SP n ow n ow SP,0.15104 0.0398592 0.1903616 0.0436736 0.135488 0.0802176,1 1 2 1 1,rest C5-13 C5-13 B4+39 B4-42 rest,0.151 0.040 0.099 0.135 0.135 0.080,0 0 0 1 0 0
Rather_Be_seg057,SP n ow AP n ow p l ey s ay d r ay dh uw b iy AP ah n ah SP,0.0802176 0.0514048 0.357952 0.3604224 0.0566656 0.1839488 0.0881792 0.0258432 0.275584 0.097216 0.0934016 0.0730368 0.0576 0.2693632 0.0358528 0.0735232 0.1074048 0.4519552 0.3593984 0.0312448 0.0871168 0.1326592 0.1302272,1 1 1 2 3 2 3 2 2 1 1 2 1 1,rest C5-34 C5-49 rest C5-46 B4+43 A4+6 C5-46 G#4+49 D5-15 rest E4+38 B4-12 rest,0.080 0.051 0.358 0.417 0.298 0.373 0.224 0.305 0.181 0.452 0.359 0.118 0.133 0.130,0 0 0 0 0 0 0 0 0 0 0 0 0 0
Rather_Be_seg058,SP n ow n ow SP,0.1302272 0.062272 0.1981312 0.0517632 0.1076096 0.0802176,1 1 2 1 1,rest C5-10 C5-2 B4+48 B4-8 rest,0.130 0.062 0.088 0.162 0.108 0.080,0 0 0 1 0 0
Rather_Be_seg059,SP n ow SP,0.0802176 0.0665984 0.3229952 0.3510272,1 1 1 1,rest C5+36 C5-12 rest,0.080 0.067 0.323 0.351,0 0 0 0
Rather_Be_seg060,SP n ow p l ey s ay d r ae dh er b iy AP w eh n ay ae m w ih dh y uw AP dh eh r z n ow p l ey s ay d r ae dh er b iy SP,0.3510272 0.0529664 0.1970432 0.0936576 0.0253952 0.2462464 0.088448 0.0754048 0.0395776 0.0918144 0.268608 0.0488576 0.0917632 0.0873856 0.3418112 0.3510272 0.0291584 0.260416 0.1064704 0.3227008 0.1614464 0.139584 0.039296 0.1805056 0.1092992 0.1105024 0.1593728 0.2708224 0.0311936 0.0396544 0.049984 0.079168 0.1155328 0.2750848 0.0954368 0.0494336 0.2249344 0.1065984 0.0934016 0.1079424 0.088448 0.293184 0.0818688 0.2457984 0.130624 1.16416 0.4639488,1 1 3 2 3 2 2 1 2 2 1 3 3 1 2 4 3 2 3 2 2 1 1,rest C5-43 C5-45 B4+44 G#4+2 B4+9 G4+0 C5+32 rest D#4+50 D4-37 C4+14 C4-16 A3+15 rest B3-6 E4-7 D4+4 C4+1 C4-7 C#4-8 D4+2 C4+40 rest,0.351 0.053 0.316 0.335 0.207 0.317 0.179 0.342 0.380 0.367 0.323 0.340 0.400 0.159 0.302 0.284 0.420 0.332 0.290 0.375 0.376 0.421 0.743 0.464,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
Rolling_in_the_Deep_seg000,SP dh eh r z ey SP,5.6302084 0.1093752 0.430208 0.019792 0.1165388 0.227664 1.8464216,1 1 3 1 1,rest A#3-8 C4-5 G4-45 F#4-2 D#4+40 rest,5.630 0.109 0.090 0.170 0.306 0.228 1.846,0 0 0 1 1 0 0
Rolling_in_the_Deep_seg001,SP s iy hh aw SP,0.4197888 0.1608576 0.3374144 0.2190464 0.50352 0.1654176,1 1 2 1 1,rest D4+5 F4+46 F#4-14 rest,0.420 0.161 0.556 0.504 0.165,0 0 0 0 0
Rolling_in_the_Deep_seg002,SP ay l iy v w ih dh eh v r iy p iy s ax v SP,0.1654176 0.2739232 0.2077056 0.2737856 0.0791648 0.0624704 0.0666688 0.1773248 0.0680224 0.112928 0.0766464 0.2181376 0.1496576 0.187936 0.0964224 0.1139968 0.1093728 0.0395808,1 1 1 3 2 3 2 2 2 1,rest F4+32 D#4+7 C4+44 B3-37 E4-7 F#4-10 E4-8 D#4-4 rest,0.165 0.274 0.208 0.415 0.244 0.258 0.368 0.284 0.223 0.040,0 0 0 0 0 0 0 0 0 0
Rolling_in_the_Deep_seg003,SP y uw AP d ow n t ah n d er r eh s t ax m ey t dh ax th ih ng z dh ae ay w uw l d uw AP dh eh r z ey f ay y er s t aa r dx ih ng ih n m ay hh aa r t SP,0.0395808 0.1 0.4208352 0.540624 0.1263808 0.3132064 0.0791648 0.05 0.420832 0.0442816 0.0331072 0.1924032 0.079168 0.082288 0.1395872 0.0544032 0.0258464 0.2934272 0.1405856 0.0503456 0.1210816 0.0736864 0.1734816 0.10672 0.1197984 0.083232 0.0204096 0.0439904 0.4325728 0.079168 0.120832 0.1291648 0.0804384 0.5497728 0.509376 0.0791744 0.2322816 0.179168 0.1037408 0.45896 0.2027168 0.4345824 0.0651904 0.3056416 0.229168 0.122336 0.2182848 0.0500032 0.029168 0.180208 0.1041952 0.1155936 0.069792 0.0926176 0.2040832 0.1301568 0.3439808 0.1 0.0395808 0.123696,1 1 1 2 3 3 2 3 2 3 2 4 1 2 3 1 2 3 2 2 3 3 2 3 2 3 1,rest C4-42 C4-46 rest F4+38 A4-5 F4-41 F4-32 F#4-41 C4-44 B3+30 D#4-12 D#4-40 D4-14 C4-8 C4-43 rest F#4-39 F4+38 D#4-14 B3+45 C4-34 rest F#4-46 F#4-8 F4-44 D#4-45 C4-14 rest,0.040 0.100 0.421 0.667 0.442 0.498 0.272 0.276 0.319 0.312 0.247 0.330 0.044 0.512 0.330 0.550 0.589 0.515 0.662 0.264 0.236 0.504 0.153 0.297 0.284 0.278 0.334 0.484 0.124,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
Rolling_in_the_Deep_seg004,SP AP r iy ch ih ng ax f iy v er p ih ch ah s SP,0.123696 0.456512 0.0450784 0.2866208 0.2367328 0.2107392 0.1157888 0.124832 0.1926304 0.1969504 0.0896704 0.1809504 0.146944 0.0751488 0.177456 0.0704608 0.1093696 0.0406272,1 1 1 2 2 2 2 2 2 2 1,rest rest F#4+33 F#4+50 A#4-12 F#4-16 E4+36 D4+44 C4-38 C4+15 rest,0.124 0.457 0.045 0.523 0.327 0.317 0.287 0.328 0.253 0.180 0.041,0 0 0 0 0 0 0 0 0 0 0
Rolling_in_the_Deep_seg005,SP b r ih ng ih ng m iy aw t ax ah d aa r k SP,0.0406272 0.0788608 0.0253952 0.0759552 0.0593728 0.0120672 0.0204096 0.0716512 0.3183744 0.1983296 0.0197952 0.0984256 0.1015744 0.1873152 0.4126848 0.1395808 0.2395808 0.8395872,1 2 2 3 1 2 1 2 3 1,rest A3+16 D4+47 D4+46 D4+13 C#4+45 G3-1 C4-39 C4-38 rest,0.041 0.104 0.135 0.104 0.318 0.218 0.098 0.289 0.792 0.840,0 0 0 0 0 0 0 0 0 0
Rolling_in_the_Deep_seg006,SP AP dh ax s k aa r z ax v y ao r l ah v r iy m ay n m iy SP,0.8395872 0.5510336 0.0742176 0.1164128 0.129168 0.1122464 0.3138336 0.1332992 0.1206688 0.5061152 0.1440384 0.0673056 0.2524928 0.230048 0.154192 0.1553408 0.1 0.0395872 0.1531488 0.1496576 0.4388576 0.0395872 0.0902656 0.4284832 0.1604128,1 1 1 3 3 3 3 3 2 3 1 1,rest rest A#3+19 A#3+50 E4+8 F#4+41 F4-13 G4-46 F#4-2 C4-18 D#4+48 E4-15 F4-45 G4-45 F#4+1 rest,0.840 0.551 0.074 0.358 0.207 0.360 0.250 0.468 0.252 0.385 0.295 0.303 0.198 0.371 0.428 0.160,0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0
Rolling_in_the_Deep_seg007,SP ax v ah s dh ey k iy p m iy th ih ng k ih ng dh ae t w iy ao l m ow s t hh ae d ih t SP,0.1604128 0.5406272 0.1257984 0.1533696 0.15 0.020896 0.1593152 0.1558784 0.3045344 0.069792 0.226576 0.373424 0.1707968 0.109408 0.1000064 0.0531712 0.0572416 0.2291648 0.0251584 0.105056 0.1139904 0.1024896 0.2662208 0.188128 0.0100544 0.0780032 0.0934272 0.071648 0.1124864 0.0362752 0.2481088 0.0385088 0.1406592 0.069792 0.0856896,1 1 1 3 2 3 2 3 3 3 1 3 4 2 2 1,rest B3+10 B3-2 D#4-10 D#4+10 F4-15 G4+6 rest F#4+5 E4+37 D4+44 D4-8 D#4-9 E4+13 D#4-11 D#4-32 E4+6 F#4+42 D4+12 rest,0.160 0.541 0.126 0.324 0.315 0.164 0.170 0.267 0.544 0.263 0.312 0.322 0.266 0.276 0.110 0.203 0.127 0.160 0.210 0.086,0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 0 0
Rolling_in_the_Deep_seg008,SP ao l AP dh ah s k aa r z ax v y ao r l ah v dh ey l iy v m iy SP,0.0856896 0.47472 0.039584 0.4675648 0.0326528 0.0706176 0.1197888 0.1252416 0.3851712 0.0710592 0.1301568 0.4685824 0.1291648 0.069792 0.3312512 0.1291712 0.1777088 0.1431296 0.0593664 0.0800448 0.169952 0.1225664 0.3878528 0.1197888 0.1036928 0.4056832 0.4302144,1 1 1 2 3 3 3 3 3 2 3 1 1,rest D4+12 D4+5 rest D#4+1 F4-12 F#4+45 F4-37 F#4+12 D4-10 B3+8 D4+19 D4+41 D#4-17 F4-39 F#4+17 F#4-43 F4-8 G4-11 rest,0.086 0.475 0.040 0.500 0.316 0.244 0.342 0.238 0.430 0.160 0.290 0.188 0.283 0.293 0.177 0.240 0.194 0.186 0.220 0.430,0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 1 1 0 1 0
Rolling_in_the_Deep_seg009,SP l iy v m iy b r eh th l ax s ay k ae n t hh eh l p f iy l ih ng AP w iy k uh d ax v SP,0.4302144 0.1137664 0.3560192 0.1 0.1149568 0.436096 0.1353344 0.029024 0.425216 0.1 0.0761408 0.1238592 0.1391808 0.2014464 0.1427712 0.2957696 0.039584 0.0499968 0.1588672 0.1921728 0.109376 0.0500032 0.2402816 0.2211776 0.091296 0.21808 0.0395776 0.3510464 0.033472 0.1456896 0.1817344 0.2286912 0.0291584 0.0990848 0.0707072 0.1306496,1 1 3 3 3 2 2 4 4 2 2 2 2 2 2 1,rest F#4-28 F#4+1 G4-42 C4+18 D4+39 D4+3 F4-15 G4-11 E4-39 F#4+0 rest F4-41 D4+7 rest F#4-4 rest A#4-11 G4-47 rest,0.430 0.114 0.571 0.600 0.601 0.263 0.344 0.146 0.398 0.162 0.170 0.260 0.312 0.258 0.385 0.145 0.182 0.258 0.170 0.131,0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0
Rolling_in_the_Deep_seg010,SP hh ae d ih t SP,0.1306496 0.0240384 0.3006784 0.0503424 0.1244992 0.039584 0.1080256,1 1 2 2 1,rest B4+6 B4+6 A4-7 F#4-8 rest,0.131 0.024 0.165 0.186 0.164 0.108,0 0 0 1 0 0
Rolling_in_the_Deep_seg011,SP ao l AP r ow l ih ng SP,0.1080256 3.0195008 0.1433088 0.4895872 0.0697856 0.2312512 0.0633472 0.1554048 0.0197888 0.127296,1 1 1 2 2 2 1,rest B4-50 C5-15 A#4+50 C5-9 B4-13 A#4-36 A#4-39 rest A4+11 G4+8 rest,0.108 0.252 1.640 0.240 0.100 0.140 0.648 0.143 0.559 0.295 0.175 0.127,0 0 1 1 1 1 1 0 0 0 0 0
Rolling_in_the_Deep_seg012,SP ih n dh ax d iy iy p SP,0.127296 0.1886656 0.0746624 0.0219392 0.128064 0.1789568 2.1623616 1.0284672 0.0895872 0.3213952,1 1 2 2 1 2 1,rest A#4-48 F4+9 F#4+0 C5-8 A#4-17 rest,0.127 0.189 0.097 0.307 2.162 1.118 0.321,0 0 0 0 0 0 0
Rolling_in_the_Deep_seg013,SP y uw hh ae v m ay hh aa r t ih n s ay ih n y ao r hh ae n d SP,0.3213952 0.0786048 0.160416 0.0970432 0.1737984 0.0697856 0.0779584 0.1824576 0.0996288 0.159744 0.0500032 0.067808 0.0798144 0.0721664 0.1849728 1.6181376 0.1073088 0.043712 0.1854528 0.1020864 0.0291648 0.1903232 1.35968 0.1291648 0.1197952 0.0999936,1 1 2 3 2 3 3 1 3 3 3 1,rest F#4-7 F#4+40 A#4+18 G4-47 A4-36 F#4-6 C5-41 C5-15 C5-41 A#4-2 F4-17 G4-50 rest,0.321 0.079 0.257 0.322 0.282 0.278 0.337 1.618 0.336 0.322 0.638 0.340 0.630 0.100,0 0 0 0 0 0 0 0 0 0 0 1 1 0
Rolling_in_the_Deep_seg014,SP AP ae n d y uw p l ey d ih t SP,0.0999936 0.442848 0.0769408 0.2000064 0.0697856 0.0500032 0.1406272 0.1229504 0.0517056 0.4951296 0.0418304 0.288384 0.1197952 0.63536,1 1 1 3 3 2 2 1,rest rest G4+10 G4+15 G4-17 F#4-3 G#4+2 G#4+4 G4+47 rest,0.100 0.443 0.077 0.320 0.315 0.235 0.302 0.148 0.260 0.635,0 0 0 0 0 0 1 0 1 0
Rolling_in_the_Deep_seg015,SP t uw dh ax b iy t SP,0.63536 0.0829952 0.2420608 0.0699392 0.0943488 0.1759616 2.0003712 0.079168 0.4197888,1 1 2 2 2 1,rest F#4+6 G4-38 G4-16 G#4-13 G4-50 F4-15 D#4-37 E4-8 D4+39 D4+50 rest,0.635 0.083 0.312 0.270 0.289 0.310 0.250 0.120 0.150 0.280 0.680 0.420,0 0 0 0 0 1 1 1 1 1 1 0
Rolling_in_the_Deep_seg016,SP b ey b iy SP,0.4197888 0.0630272 0.4276032 0.0703616 0.539008 0.1952256,1 1 2 1 1,rest F4-8 F4+43 F4+37 F#4-8 rest,0.420 0.063 0.498 0.209 0.330 0.195,0 0 0 0 1 0
Rolling_in_the_Deep_seg017,SP ay hh ae v n ow s t ao r iy t uw b iy t ow l d AP b ah t ay v hh er d ax f w ah n ax f v y uw ay m g aa n ax m ey k y ao r hh eh d b er n SP,0.1952256 0.368256 0.1482944 0.225856 0.1227904 0.1302656 0.130144 0.1197952 0.0770432 0.2625408 0.061728 0.13152 0.1809408 0.2456064 0.0637056 0.1258688 0.1775296 0.3537216 0.0593792 0.0593728 0.4208384 0.0722176 0.088192 0.0395904 0.4808384 0.0795776 0.0523904 0.3965632 0.0551424 0.146944 0.109376 0.079168 0.2197888 0.066944 0.2038912 0.0291648 0.0697856 0.0762944 0.15392 0.1312576 0.179168 0.0499456 0.059424 0.0395776 0.0941952 0.1115584 0.1359168 0.1291648 0.0291648 0.1218752 0.0791808 0.0965376 0.0421696 0.1206528 0.1296896 0.4401024 0.169792 0.1406272,1 1 1 3 3 2 2 2 2 3 2 2 3 2 3 2 4 1 3 2 2 3 3 3 2 1,rest E4-42 D4-44 B3+44 C4-36 E4+3 F#4+9 E4+8 D4-2 C4-14 rest F#3+41 F#4+48 A4+13 E4+5 E4-4 C#4+13 B3+41 B3-3 C4+35 D4+1 D4+0 D4+0 A#3+46 B3+39 rest,0.195 0.368 0.148 0.479 0.327 0.324 0.312 0.309 0.303 0.472 0.493 0.128 0.613 0.452 0.335 0.287 0.379 0.154 0.360 0.099 0.206 0.294 0.298 0.293 0.610 0.141,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Rolling_in_the_Deep_seg018,SP AP th ih ng k ax v m iy ih n dh ax d eh p th s ax v y ao r d ih s p eh r AP m ey k ih ng ax hh ow m d aw n dh eh r ae z m ay n sh uh r w ow n b iy sh eh r d SP,0.1406272 0.460416 0.0575424 0.2424576 0.1593792 0.0566784 0.4641536 0.1197888 0.1072064 0.5677952 0.0843776 0.1499968 0.0232384 0.0965504 0.180544 0.1215424 0.0500032 0.079168 0.044512 0.1065216 0.1291712 0.0791616 0.2010432 0.0593728 0.0291712 0.0718784 0.1593792 0.0899264 0.38096 0.097856 0.4499968 0.082976 0.2793728 0.2063424 0.232352 0.079168 0.0712576 0.2916096 0.1371328 0.1197952 0.038304 0.1731584 0.0791616 0.0637696 0.166432 0.0630592 0.156736 0.1 0.1097088 0.1482944 0.0513664 0.1341248 0.2158848 0.0499968 0.0500032 0.15104 0.0895808 0.0291648 0.181248 0.1972544 0.4319168 0.1499968 0.109376 1.3802048,1 1 1 3 3 1 3 2 4 3 3 3 2 2 2 2 2 3 3 2 3 3 3 3 2 3 1,rest rest F4-13 F4+37 E4+4 F#4-46 D#4-17 C4-14 B3+47 C4-10 F#4+7 G4-3 E4+0 D4+18 B3+42 rest F#4+3 rest A#4-9 A4+47 F4+5 D4-1 B3+41 B3+3 C#4-43 D#4-12 D4-36 B3+40 B3+13 A#3+15 rest,0.141 0.460 0.058 0.459 0.163 0.528 0.252 0.316 0.258 0.277 0.295 0.315 0.290 0.321 0.479 0.533 0.297 0.189 0.312 0.363 0.295 0.316 0.229 0.366 0.334 0.316 0.270 0.379 0.461 0.230 1.380,0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
Rolling_in_the_Deep_seg019,SP AP dh ih s k aa r z ax v y ao r l ah v r ih m ay n m iy SP,1.3802048 0.44064 0.0456832 0.1042944 0.1093888 0.1287168 0.3921152 0.0697856 0.1197952 0.490624 0.139584 0.1177984 0.1777792 0.2449024 0.174144 0.1260032 0.0697984 0.0722432 0.127744 0.1724672 0.497344 0.0395776 0.127936 0.5116416 0.0742912,1 1 1 3 3 3 3 3 2 3 1 1,rest rest A#3-21 A#3-5 F4+49 F#4+7 E4+42 B3+3 D4+7 D4+3 F#4+13 F4-40 F#4+4 rest,1.380 0.441 0.046 0.342 0.582 0.748 0.101 0.495 0.268 0.300 0.665 0.211 0.300 0.074,0 0 0 0 0 0 0 1 0 0 0 0 1 0
Rolling_in_the_Deep_seg020,SP ax v ah s dh ay k iy p m iy th ih ng k ih ng dh ae t w iy SP,0.0742912 0.566336 0.0899072 0.1694592 0.1000064 0.0239488 0.116672 0.2969472 0.3530496 0.0698112 0.1716864 0.3084032 0.2135936 0.087552 0.079168 0.1362304 0.0648064 0.1791744 0.041728 0.0780672 0.0395776 0.139584 0.1197824 0.142272,1 1 1 3 2 3 2 3 3 3 1 1,rest F4-17 C4-34 C4-47 D4+45 D4-13 rest F#4+37 rest F#4+44 E4+44 D4+48 D4+47 D#4-50 rest,0.074 0.196 0.371 0.090 0.293 0.146 0.268 0.402 0.192 0.522 0.303 0.286 0.257 0.120 0.142,0 0 1 0 0 0 1 0 1 0 0 0 0 0 0
Rolling_in_the_Deep_seg021,SP ao m ow s t hh ae d ih t SP,0.142272 0.2087808 0.064704 0.086336 0.0593792 0.0791552 0.0617344 0.2788992 0.0435584 0.1262336 0.0697856 0.1200768,1 1 1 4 2 2 1,rest F4-9 E4+34 D#4-16 F#4-39 D4+49 rest,0.142 0.209 0.065 0.287 0.322 0.196 0.120,0 0 0 0 0 0 0
Rolling_in_the_Deep_seg022,SP ao l AP dh ah s k aa r z ax v y ao r l ah v dh ey l iy v m iy b r eh th l ax s ay k ae n t hh eh l p SP,0.1200768 0.4086016 0.0911104 0.410944 0.0394496 0.0402304 0.1197952 0.1433856 0.3670144 0.119808 0.0982016 0.4819968 0.0999936 0.0651904 0.2744192 0.1999872 0.1854464 0.1343488 0.0395776 0.1099776 0.1108608 0.1730304 0.407168 0.1000192 0.0996096 0.4503936 0.193152 0.036736 0.4398848 0.1469696 0.0516992 0.0909312 0.1829888 0.12608 0.195904 0.2856448 0.0395904 0.0291712 0.2360832 0.195136 0.1000192 0.079168 0.139584,1 1 1 2 3 3 3 3 3 2 3 3 3 2 2 4 3 1,rest D4+5 D4+15 rest G3+38 F#4+50 F#4+11 C4-46 D#4-47 D4+10 D4+36 F#4+1 G4-48 E4-6 A#3-12 D#4-44 D#4-12 G4-8 F#4+50 rest,0.120 0.409 0.091 0.450 0.303 0.585 0.647 0.660 0.154 0.130 0.284 0.607 0.680 0.209 0.429 0.274 0.322 0.590 0.374 0.140,0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0
Rolling_in_the_Deep_seg023,SP f iy l ih ng AP w iy k uh d ax v hh ae d ih t SP,0.139584 0.0466304 0.2440064 0.0861568 0.1823104 0.0815232 0.4 0.0395776 0.1197184 0.1972864 0.2358272 0.0244608 0.0707712 0.0925696 0.1305472 0.2335744 0.0285696 0.1270912 0.0291712 0.1466752,1 1 2 2 2 2 2 3 2 2 1,rest F#4-2 F#4-9 D#4-49 rest G#4+7 A4+5 F#4-11 A#4-11 F#4+0 rest,0.140 0.047 0.330 0.264 0.440 0.317 0.260 0.294 0.262 0.156 0.147,0 0 0 0 0 0 0 0 0 0 0
Rolling_in_the_Deep_seg024,SP ao l SP,0.1466752 2.852608 0.0309248 0.490624,1 1 1 1,rest A#4+9 C5-47 A#4-2 C5+4 A#4-14 A#4-38 rest,0.147 0.253 1.400 0.170 0.180 0.849 0.031 0.491,0 0 1 1 1 1 0 0
Rolling_in_the_Deep_seg025,SP r ow l ih ng ih n dh ax d iy SP,0.490624 0.0598656 0.2297216 0.076864 0.1429376 0.1155456 0.1948672 0.0499968 0.0553728 0.1029504 0.1891072 1.994112 0.0802688,1 1 2 2 3 2 1 1,rest A4+41 A4+14 F#4+4 A4+6 F#4+47 A4+38 C5-10 rest,0.491 0.060 0.307 0.258 0.300 0.292 0.222 1.772 0.080,0 0 0 0 0 0 0 1 0
Rolling_in_the_Deep_seg026,SP iy p SP,0.0802688 0.9177856 0.1017088 0.3597312,1 1 1 1,rest A#4-41 A#4-37 rest,0.080 0.918 0.102 0.360,0 0 0 0
