name,ph_seq,ph_dur,ph_num,note_seq,note_dur,note_slur
Call_Me_Maybe_seg048,SP AP b ao y uw k ey m ih n t uw m ay l ay f ay m ih s t y uw s ow b ae d AP ay m ih s y uw s ow b ae AP ay m ih s y uw s ow s ow b ae d AP b oy y uw k ey m ih n SP,0.230208 0.4956288 0.0666624 0.2377088 0.0395776 0.1406208 0.149888 0.1897088 0.0697856 0.0802048 0.0697984 0.1406208 0.1197952 0.11104 0.2389504 0.0757888 0.1638144 0.1123712 0.17824 0.0712064 0.079808 0.1094016 0.0895744 0.0332416 0.077184 0.1953664 0.4140032 0.0825984 0.3764224 0.0421632 0.3555456 0.1734912 0.0741504 0.0862592 0.169792 0.0395776 0.0802304 0.1783296 0.4216576 0.0791552 0.3906432 0.3339392 0.1764736 0.0697856 0.0999936 0.1500032 0.0291712 0.090624 0.1894016 0.3699712 0.1560832 0.3904768 0.093888 0.1759616 0.0326528 0.3019648 0.0198016 0.2000128 0.079168 0.0999808 0.156672 0.2037504 0.061568 0.0884352 0.0999936 0.290624,1 1 1 2 2 2 3 2 2 2 2 4 2 2 2 1 2 3 2 2 1 1 2 3 2 2 2 2 2 2 2 2 2 1,rest rest C5+9 C#5-46 A#4+11 B4+13 A#4+5 A4-45 F4+13 E4-13 D#4-16 D#4+12 D#4-45 B4+44 A4-12 rest D#4+47 E4-40 E4-45 B4-6 A4-12 rest D#4-17 E4-39 D#4+34 B4-5 B4-39 A4-50 rest C#5+2 B4-13 A#4+42 A#4+45 rest,0.230 0.496 0.067 0.277 0.291 0.259 0.291 0.231 0.315 0.276 0.249 0.312 0.273 0.497 0.419 0.356 0.248 0.296 0.259 0.501 0.391 0.334 0.246 0.279 0.280 0.526 0.484 0.209 0.322 0.279 0.257 0.265 0.188 0.291,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg049,SP b oy y uw k ey m ih n dx uw m ay l ay f ay m ih s y uw s ow b ae d AP ae n y uw sh uh d n ow dh ae t SP,0.290624 0.0361344 0.2232448 0.1000064 0.119808 0.1338112 0.1766016 0.0832512 0.1073664 0.109376 0.109376 0.120832 0.1262976 0.2434944 0.0748672 0.16576 0.1090688 0.1700864 0.0825344 0.0684928 0.1895936 0.029184 0.0708096 0.1992704 0.4205312 0.1032832 0.4061056 0.019776 0.318336 0.1233408 0.0791552 0.059392 0.0906112 0.1500032 0.1197952 0.0395904 0.1399296 0.3704832 0.1460864 0.5341184 0.1291648 0.8074368,1 1 2 2 2 3 2 2 2 2 3 2 2 2 1 3 2 3 2 2 1,rest C5+10 C5+38 A#4+14 A4+45 G4+44 G4+38 F4+41 D#4+36 D#4-43 D#4+10 E4-48 B4-37 A4-44 rest E4+10 E4-35 E4+4 B4-46 G#4+46 rest,0.291 0.036 0.323 0.254 0.260 0.326 0.247 0.318 0.275 0.253 0.287 0.270 0.524 0.426 0.318 0.262 0.241 0.299 0.517 0.663 0.807,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Call_Me_Maybe_seg050,SP ay m ih s y uw s ow s ow b ae d SP,0.8074368 0.1831936 0.0895872 0.1010304 0.1593856 0.0395776 0.0614528 0.1852928 0.343872 0.1994368 0.368704 0.1587584 0.4625536 0.0857216 0.2693888,1 1 1 3 2 2 2 2 1,rest D#4+7 D#4-4 E4-49 E4-48 A#4+49 B4-16 G#4+15 rest,0.807 0.183 0.090 0.300 0.247 0.543 0.527 0.548 0.269,0 0 0 0 0 0 0 0 0
Lucky_seg000,SP sh iy s ow l ah k iy SP,1.35 0.1197917 0.159375 0.1538265 0.2263818 0.05 0.1510418 0.1593748 0.386331 0.8345022,1 1 2 2 2 1 1,rest E4-18 D#4+10 F4+2 F4-12 D#4-4 rest,1.350 0.120 0.313 0.276 0.310 0.386 0.835,0 0 0 0 0 0 0
Lucky_seg001,SP sh iy z ax s t aa r b ah t sh iy SP,0.8345022 0.1593752 0.2 0.0791668 0.1020832 0.1791664 0.0791672 0.38125 0.1395828 0.0895836 0.1 0.1197916 0.1029972 0.1470028 0.1593748,1 1 2 3 3 3 1 1,rest F#4-38 F#4-5 F#4+10 D#4+41 C4+9 A3+6 rest,0.835 0.159 0.279 0.360 0.610 0.323 0.147 0.159,0 0 0 0 0 0 0 0
Lucky_seg002,SP r ay SP,0.1593748 0.05 0.4 0.051042,1 1 1 1,rest F4-48 F4-13 F#4-6 rest,0.159 0.050 0.161 0.239 0.051,0 0 0 1 0
Lucky_seg003,SP k r ay SP,0.051042 0.1197916 0.0395836 0.4197916 0.0406248,1 2 1 1,rest F4+1 F4+35 rest,0.051 0.159 0.420 0.041,0 0 0 0
Lucky_seg004,SP k r ay SP,0.0406248 0.1197912 0.039584 0.2 0.3697912,1 2 1 1,rest F4+8 F4+5 rest,0.041 0.159 0.200 0.370,0 0 0 0
Lucky_seg005,SP ih n hh er l ow n l iy hh aa r t AP th ih ng k ih ng SP,0.3697912 0.132292 0.0848 0.0933248 0.2104168 0.0895832 0.527084 0.0333328 0.0395832 0.4406248 0.1593752 0.2406248 0.069792 0.0395832 0.169792 0.1093328 0.1115 0.139584 0.0557192 0.1453216 0.0687504 0.0532728,1 1 2 2 3 2 3 2 3 2 1,rest D#4+8 E4-39 C#4-43 F4+49 F4+42 G4+7 rest F4+36 D#4+6 rest,0.370 0.132 0.178 0.300 0.600 0.600 0.350 0.279 0.307 0.214 0.053,0 0 0 0 0 0 0 0 0 0 0
Lucky_seg006,SP AP ih f dh eh r z n ah th ih ng SP,0.0532728 0.677212 0.1809752 0.0791648 0.039584 0.0812496 0.1 0.0791664 0.0833968 0.1605432 0.1326552 0.1931968 0.1093752 0.1147728,1 1 1 2 4 2 2 1,rest rest G#4-43 rest F4+36 F4+42 D#4+39 rest,0.053 0.677 0.181 0.119 0.344 0.293 0.303 0.115,0 0 0 0 0 0 0 0
Lucky_seg008,SP m ih s ih ng ih n m ay l ay f SP,0.1338216 0.064136 0.1358632 0.1593752 0.219792 0.0441536 0.2058448 0.0500032 0.0761248 0.2842896 0.0791664 0.3104176 0.1 0.25,1 1 2 2 3 2 2 1,rest F#4-32 F4+41 D#4+38 D#4+44 C#5-8 G#4-36 rest,0.134 0.064 0.295 0.264 0.332 0.363 0.410 0.250,0 0 0 0 0 0 0 0
Lucky_seg009,SP b ah t SP,0.25 0.0482336 0.1622448 0.109312 0.2604176,1 1 2 1,rest D4+1 D4+1 rest,0.250 0.048 0.272 0.260,0 0 0 0
Lucky_seg010,SP w ay SP,0.2604176 0.069792 0.6179632 0.0924528,1 1 1 1,rest C#5+32 C#5+35 A#4+0 rest,0.260 0.070 0.420 0.198 0.092,0 0 0 1 0
Lucky_seg011,SP d uw dh iy z t ih r z SP,0.0924528 0.059376 0.8312496 0.0583328 0.3510432 0.1593744 0.0957904 0.5458752 0.1291664 0.1093744 0.1,1 1 2 3 3 1,rest C5-12 C5-50 D5-38 rest G4+12 F4-41 rest,0.092 0.059 0.890 0.319 0.288 0.502 0.282 0.100,0 0 0 0 1 0 1 0
Lucky_seg012,SP k ah m ae t n ay t SP,0.1 0.0564 0.2857136 0.32768 0.1302064 0.039584 0.17396 0.4270976 0.1387744 0.6603168,1 1 2 3 2 1,rest G4+12 F4-8 D#4-33 E4-9 E4-35 D#4+50 rest,0.100 0.056 0.414 0.200 0.150 0.194 0.566 0.660,0 0 0 1 0 1 0 0
Pretty_Boy_seg000,SP ay l ay ax w ey k ae t SP,0.3877551 0.1320366 0.222045 0.6081633 0.2104167 0.1072704 0.3812713 0.2802084 0.3406248 0.0197916 0.2208336,1 1 1 1 2 2 2 1,rest C#4+0 C#4+9 D4-44 E4-13 D4-10 D#4+45 rest E4-7 F#4+32 rest,0.388 0.132 0.222 0.248 0.360 0.318 0.382 0.279 0.151 0.210 0.221,0 0 0 0 1 0 0 1 0 1 0
Pretty_Boy_seg001,SP n ay t AP s iy th ih ng z ih n b l ae k ae n d w ay t SP,0.2208336 0.139583 2.1000002 0.2593752 0.6197912 0.2 0.1208336 0.2037416 0.2566752 0.2 0.1395832 0.1302088 0.1276136 0.0306128 0.0734696 0.2974704 0.2538904 0.2669424 0.139584 0.1 0.1197912 1.6906248 0.169792 0.120408,1 1 2 2 2 3 4 2 4 2 1,rest F#3+13 A3+14 rest G3+6 E4-2 D4+0 E4+14 F#4+0 A3+16 rest,0.221 0.140 2.359 0.820 0.325 0.596 0.362 0.551 0.626 1.860 0.120,0 0 0 0 0 0 0 0 0 0 0
Pretty_Boy_seg002,SP AP ay v SP,0.120408 0.54898 0.0712368 0.079168 0.2063976,1 1 1 1 1,rest rest A3+33 A1-2 rest,0.120 0.549 0.071 0.079 0.206,0 0 0 0 0
Pretty_Boy_seg003,SP ow n l iy g aa t y uw SP,0.2063976 0.1748528 0.0395816 0.0947496 0.1542088 0.146812 0.0833976 0.2611592 0.0591848 0.2692384 0.2906248,1 1 2 2 3 1 1,rest E4-10 F4-42 E4-10 F4+47 G4+15 rest,0.206 0.175 0.134 0.301 0.404 0.269 0.291,0 0 0 0 0 0 0
Pretty_Boy_seg004,SP ih n s ay d m ay m ay n SP,0.2906248 0.2843536 0.2354384 0.2308896 0.759736 0.1697904 0.0762544 0.2133296 0.1026576 0.3577584 0.069792 0.2,1 1 2 3 2 2 1,rest F#4-4 A3+42 D#4-12 E4+49 F#4+35 rest D#4-16 E4+49 rest,0.291 0.284 0.095 0.371 0.169 0.390 0.447 0.316 0.428 0.200,0 0 0 1 0 1 1 0 0 0
Pretty_Boy_seg005,SP AP y uw n ow y uw hh ae v m d AP m iy b l ay n d AP ay l ay ax w ey k ae n d AP p r ey SP,0.2 0.5 0.0593744 0.1406256 0.1268704 0.1122448 0.2202592 0.1906256 0.1187072 0.0708768 0.1 0.1747008 0.3105456 0.2553792 0.0891776 0.4806128 0.1459184 0.0622432 1.5116288 0.15 0.1 0.616264 0.1639456 0.1455776 0.6544224 0.260416 0.1035296 0.4954288 0.1845024 0.2967488 0.139584 0.0197904 0.060416 0.1593744 0.1132032 1.1065904 0.5395824,1 1 1 2 2 2 4 2 3 3 1 2 1 2 2 3 3 1 1,rest rest A3+9 A3-14 D#4+2 F4+36 G4+45 G4+13 rest G4-13 D#4+16 F#4+42 E4+47 rest D4+3 F4-47 D4+47 F4-41 F#4+12 rest A3+0 rest,0.200 0.500 0.059 0.267 0.333 0.309 0.341 0.315 0.345 0.331 0.358 0.482 1.280 0.616 0.310 0.654 0.364 0.680 0.456 0.333 1.107 0.540,0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0
Pretty_Boy_seg006,SP AP dh ae t y uw w uh l uh k SP,0.5395824 0.5812512 0.1082896 0.1510832 0.1734064 0.0632672 0.413328 0.1093728 0.2302112 0.0697888 0.2906272 0.1298688 0.2097152,1 1 1 3 2 2 2 1,rest rest G#3+6 G#3+34 F4+6 D#4-2 E4-10 rest,0.540 0.581 0.108 0.388 0.523 0.300 0.420 0.210,0 0 0 0 0 0 0 0
Pretty_Boy_seg007,SP m ay SP,0.2097152 0.0197888 0.4 0.2302112,1 1 1 1,rest F#4+49 F#4+49 rest,0.210 0.020 0.400 0.230,0 0 0 0
Pretty_Boy_seg008,SP w ey SP,0.2302112 0.0283808 1.40408 0.3081632,1 1 1 1,rest A3+7 A3+2 rest,0.230 0.028 1.404 0.308,0 0 0 0
Pretty_Boy_seg009,SP AP ay hh ae v SP,0.3081632 0.6054432 0.215392 0.138688 0.1311008 0.06856 0.113264,1 1 1 1 2 1,rest rest D#4-5 rest E4+41 rest,0.308 0.605 0.215 0.139 0.200 0.113,0 0 0 0 0 0
Pretty_Boy_seg010,SP ao l dh ih s l ao ng ih ng SP,0.113264 0.168176 0.039584 0.1027872 0.1274208 0.1593728 0.0669472 0.4736832 0.1895808 0.2469376 0.1680288 0.2523808,1 1 2 3 2 2 1,rest F4-11 F4-45 G#4-32 G#4-10 G4+36 G4-39 rest,0.113 0.168 0.142 0.354 0.482 0.181 0.415 0.252,0 0 0 0 0 1 0 0
Pretty_Boy_seg011,SP ih n m ay hh aa r t SP,0.2523808 0.493072 0.3197888 0.1759104 0.2636736 0.1 0.220832 0.179168 0.039584 0.3802048,1 1 2 2 3 1,rest G4-36 F4-46 D#4-40 F4-8 rest,0.252 0.493 0.496 0.364 0.440 0.380,0 0 0 0 0 0
Pretty_Boy_seg012,SP AP ay n uw ih t SP,0.3802048 0.7583808 0.1571392 0.1721088 0.359184 0.1740256 0.0791616 0.3406272,1 1 1 1 1 2 1,rest rest A3-10 A3+38 F#4-45 F#4+3 rest,0.380 0.758 0.157 0.172 0.359 0.253 0.341,0 0 0 0 0 0 0
Pretty_Boy_seg013,SP r ay t f r ah m dh ah s t aa r t AP ow SP,0.3406272 0.039584 0.40104 0.059376 0.139584 0.028848 0.2117792 0.0593728 0.0346272 0.0351616 0.15 0.1093984 1.3124768 0.059376 0.079168 0.5895808 0.1444256 0.0945632,1 1 4 3 3 3 1 1 1,rest G#4-35 G#4-11 rest G4+9 D#4-49 G4-13 F4-16 rest C4+46 rest,0.341 0.040 0.430 0.199 0.306 0.295 0.391 1.060 0.590 0.144 0.095,0 0 0 1 0 0 0 1 0 0 0
Pretty_Boy_seg014,SP ow m ay SP,0.0945632 0.3110112 0.1675584 0.4324416 0.1406272,1 1 1 1 1,rest D4+40 D4+13 E4+45 rest,0.095 0.311 0.168 0.432 0.141,0 0 0 0 0
Pretty_Boy_seg015,SP p r ih dx iy SP,0.1406272 0.0796544 0.0258528 0.2434528 0.0238944 0.1469376 0.140624,1 2 2 1 1,rest F4+49 F4+46 G4-4 F4+2 rest,0.141 0.106 0.114 0.153 0.147 0.141,0 0 0 1 0 0
Pretty_Boy_seg016,SP p r ih dx iy b oy SP,0.140624 0.059376 0.0265312 0.2234688 0.0632672 0.2024896 0.1427488 0.2206624 0.201216,1 2 2 2 1 1,rest G4-38 G4-40 F4-15 F#4+34 rest,0.141 0.086 0.287 0.345 0.221 0.201,0 0 0 0 0 0
Pretty_Boy_seg017,SP ay l ah v y uw AP l ay k y AP n eh v er SP,0.201216 0.5800352 0.1061344 0.3823136 0.2054432 0.1718784 0.2029792 0.290624 0.05 0.515808 0.1900192 0.4441728 0.559376 0.072192 0.2288512 0.089968 0.1391968 0.2,1 1 1 3 1 2 3 2 2 1 1,rest C5+14 D#5-44 D5-10 C#5+12 D5-11 rest A4-44 A#4-36 rest G4-49 A#4-10 rest F#4+49 F#4-44 rest,0.201 0.199 0.140 0.241 0.106 0.393 0.200 0.167 0.203 0.341 0.699 0.451 0.632 0.319 0.139 0.200,0 0 1 1 0 0 1 1 0 0 0 1 0 0 0 0
Pretty_Boy_seg018,SP eh v er l ah v n ow w aa n SP,0.2 0.240624 0.0895712 0.1708416 0.1493376 0.1469408 0.0965952 0.0707488 0.6051328 0.1 0.1556384 0.0902528 0.3863904,1 1 1 2 3 2 2 1,rest G4+9 D#4+39 F4-6 G4-7 C5+0 A#4+0 A#4-36 rest,0.200 0.241 0.090 0.320 0.314 0.365 0.340 0.246 0.386,0 0 0 0 0 0 1 0 0
Pretty_Boy_seg019,SP b ih f ao r y uw AP p r ih dx iy SP,0.3863904 0.0249408 0.4031904 0.2045248 0.4761888 0.1215456 0.1020416 0.3759104 0.620832 0.0685568 0.0489856 0.2418304 0.0284608 0.0913344 0.1802112,1 1 2 3 1 3 2 1 1,rest F#4+11 F#4+11 F4+1 D#4-13 rest D#4-6 D4+7 rest,0.386 0.025 0.608 0.700 0.376 0.738 0.270 0.091 0.180,0 0 0 0 0 0 0 0 0
Pretty_Boy_seg020,SP p r ih dx iy b oy ah v m ay n SP,0.1802112 0.0513536 0.034016 0.2344192 0.0197888 0.2 0.1072448 0.2927552 0.3802112 0.2426816 0.1233536 0.7235456 0.0697984 2.0406208,1 2 2 2 1 3 2 1,rest E4-6 D#4+39 D4-35 D#4-10 G#4+3 rest G4+12 rest,0.180 0.085 0.254 0.307 0.293 0.410 0.336 0.793 2.041,0 0 0 0 0 0 1 0 0
Pretty_Boy_seg021,SP jh ah s t eh l m iy y uw l ah v m iy t uw SP,2.0406208 0.1225024 0.0587456 0.139584 0.1454272 0.1047616 0.1196096 0.1067008 0.2122368 0.090432 0.0887104 0.1809536 0.1803328 0.109376 0.0699264 0.1404928 0.1878528 1.72256 0.7,1 1 3 3 2 2 3 2 1 1,rest A3-47 G3+22 G4-7 F4+0 D4+12 F#4+17 D#4-2 F4-11 rest,2.041 0.123 0.344 0.331 0.303 0.270 0.360 0.328 1.723 0.700,0 0 0 0 0 0 0 0 0 0
Pretty_Boy_seg022,SP AP ow m ay SP,0.7 0.848192 0.5507712 0.1168 0.404032 0.120832,1 1 1 1 1 1,rest rest C#4+1 D#4-13 rest F4-13 rest,0.700 0.848 0.312 0.239 0.117 0.404 0.121,0 0 0 1 0 0 0
Pretty_Boy_seg023,SP p r ih dx iy p r ih dx iy b oy ay n ih d y uw SP,0.120832 0.0895808 0.0291712 0.260416 0.0311168 0.158464 0.1798592 0.03056 0.2492608 0.025856 0.1644672 0.1520768 0.3356032 0.5623168 0.064896 0.3069696 0.3187648 0.0314048 0.527968 0.2197888,1 2 2 3 2 2 1 2 3 1 1,rest F#4-9 F#4-36 G4-8 F4-8 F#4+43 F4+6 G4-9 D#5+1 D5-4 D5-10 rest A#4-36 rest,0.121 0.119 0.140 0.151 0.369 0.275 0.317 0.336 0.333 0.294 0.286 0.372 0.528 0.220,0 0 0 1 0 0 0 0 0 1 0 1 0 0
Pretty_Boy_seg024,SP ow m ay AP p r ih dx iy p r ih dx iy b oy ay d uw SP,0.2197888 0.613696 0.1043008 0.4424256 0.581248 0.079168 0.0291584 0.2510464 0.040544 0.1584128 0.1867072 0.0353792 0.2022656 0.034016 0.1520448 0.1749376 0.3437632 0.5708864 0.11664 0.7239872 0.1,1 1 1 1 3 2 3 2 2 1 2 1 1,rest G4+13 G4+39 A#4-7 rest D#4+8 F#4-7 rest G4-45 E4+40 F#4+2 C5-36 A#4-4 A#4-5 rest,0.220 0.614 0.104 0.442 0.690 0.140 0.151 0.380 0.236 0.327 0.344 0.341 0.346 0.724 0.100,0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
Pretty_Boy_seg025,SP AP l eh t m iy ih n s ay d SP,0.1 0.6010432 0.0906176 0.088544 0.1708416 0.0961728 0.2121536 0.1114624 0.1197952 0.284928 0.8046464 0.079168 0.120832,1 1 1 3 1 3 2 1,rest rest E4+17 E4+43 F4-48 D4+1 D#4-8 rest,0.100 0.601 0.091 0.356 0.212 0.516 0.884 0.121,0 0 0 0 0 0 0 0
Pretty_Boy_seg026,SP AP m ey k m iy s t ey SP,0.120832 0.5302144 0.1354368 0.2589504 0.2951936 0.0558336 0.081632 0.2833728 0.1184384 0.7805184 0.2395776,1 1 1 3 3 1 1,rest rest D4-35 C#4+35 D#4-40 G#4-33 D#4+8 F4-14 rest,0.121 0.530 0.135 0.114 0.496 0.483 0.240 0.540 0.240,0 0 0 0 1 0 0 1 0
Pretty_Boy_seg027,SP AP r ay t b ih s ay d y uw SP,0.2395776 0.7010432 0.1028928 0.3854912 0.2314048 0.0865216 0.0530496 0.3283456 0.5018752 0.2291904 0.111104 1.6367488 4.703168,1 1 1 3 2 3 1 1,rest rest G4-8 G4-12 G#4-2 rest D#4+44 E4-14 F4+34 rest D#4-48 D#4-49 rest,0.240 0.701 0.103 0.116 0.300 0.287 0.381 0.212 0.300 0.220 0.110 1.637 4.703,0 0 0 0 1 1 0 0 1 1 1 0 0
Pretty_Boy_seg028,SP AP ay y uw SP,4.703168 0.56576 0.2238272 0.1395776 0.1145984 0.144224,1 1 1 1 1 1,rest rest C4+9 C4+4 C4+39 rest,4.703 0.566 0.224 0.140 0.115 0.144,0 0 0 0 0 0
Pretty_Boy_seg029,SP uw z t uw r ay t y ao r n ey m SP,0.144224 0.1006784 0.1415424 0.1319168 0.2482944 0.0977472 0.3918336 0.218592 0.0407808 0.3114624 0.0799552 0.2163328 1.2113344 0.0715456 0.3197888,1 1 2 2 3 3 2 1,rest D#4-48 E4-19 C#4-12 D#4-35 rest D#4+40 F4-3 G3-46 G3+46 rest,0.144 0.101 0.273 0.346 0.406 0.246 0.194 0.220 0.193 1.283 0.320,0 0 0 0 0 1 0 1 1 0 0
Pretty_Boy_seg030,SP AP ax n d p uh t ih dx ih n ax f r ey m SP,0.3197888 0.7895808 0.0558208 0.0952256 0.0395776 0.1363904 0.5438144 0.0666304 0.2779968 0.0666688 0.3386944 0.2690048 0.3799552 0.2413632 0.0734656 1.2036416 0.1287936 0.1933824,1 1 1 3 2 2 2 3 2 1,rest rest A3-36 G#3-2 D#4+13 C#4+38 D#4-16 D#4+39 F4-1 rest G#3-6 rest,0.320 0.790 0.056 0.271 0.610 0.345 0.608 0.211 0.160 0.324 1.332 0.193,0 0 0 0 0 0 0 0 1 1 0 0
Pretty_Boy_seg031,SP AP ae n d s ah m t ay m z ay th ih ng k ay hh iy y uw k ao r SP,0.1933824 0.7118336 0.0287808 0.1 0.0291776 0.1649408 0.0843584 0.1111104 0.120192 0.179808 0.0500096 0.0840064 0.1066112 0.2448576 0.2447232 0.179168 0.2232832 0.4371328 0.1946176 1.04496 0.0620608 0.1077312 0.251456 0.3589696 0.1499968 0.3895808,1 1 1 3 3 3 2 3 2 2 2 2 1,rest rest C4+33 C4+33 D#4+7 D#4-2 rest F#4+42 rest F#4-48 C#4+43 F4+11 E4+1 D#4+8 D#4+3 C#4+4 E4-47 rest,0.193 0.712 0.029 0.294 0.316 0.314 0.351 0.431 0.216 0.314 0.318 0.402 0.160 0.160 0.385 0.359 0.509 0.390,0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0
Pretty_Boy_seg032,SP AP r ay t f r ah m ay b eh dr uw m SP,0.3895808 0.4604224 0.0600704 0.1211712 0.059392 0.1564032 0.0403584 0.1696192 0.1265216 0.2268736 0.0969472 0.4030464 0.3121344 0.2691264 0.0741952 0.0680256,1 1 1 4 2 2 2 2 1,rest rest F4-46 F4-40 D#4+11 F4+49 G4+8 rest E4+0 F4+47 rest,0.390 0.460 0.060 0.377 0.296 0.324 0.373 0.343 0.167 0.176 0.068,0 0 0 0 0 0 0 1 0 1 0
Pretty_Boy_seg033,SP ih SP,0.1429504 0.04768 0.4499968,1 1 1,rest D#4+40 rest,0.143 0.048 0.450,0 0 0
Pretty_Boy_seg034,SP t uw m ey k y uw s m ay l AP t uw r iy ch aw f ao r y uw SP,0.4499968 0.1197952 0.0406272 0.2008448 0.4387456 0.2701056 0.1346944 0.236864 0.1593728 0.0980864 0.56128 0.1593728 0.5000064 0.1027072 0.1577088 0.0785536 0.1016576 0.2307712 0.1494272 0.2034176 0.1361536 0.0594048 0.0924288 0.3481856 0.3701888,1 1 2 3 3 2 2 2 2 2 3 1 1,rest D4-12 C#4+48 F#4-39 rest F4-11 D#4-26 D4+16 E4-6 rest G#3-43 F4-46 E4-35 F4+35 F4+14 G4-43 rest,0.450 0.120 0.241 0.419 0.310 0.115 0.135 0.359 0.721 0.603 0.236 0.332 0.353 0.288 0.128 0.220 0.370,0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0
Pretty_Boy_seg035,SP ih n t ay m AP ow m ay SP,0.3701888 0.2996096 0.249984 0.1252352 1.1247744 0.0395776 0.61568 0.5353728 0.1272192 0.4321536 0.1406208,1 1 2 2 1 2 1 1,rest F#4-49 G4-47 D4+36 F#4-34 E4-49 rest C#4-1 D4-42 E4-5 rest,0.370 0.140 0.160 0.375 0.625 0.539 0.616 0.245 0.418 0.432 0.141,0 0 1 0 0 1 0 0 1 0 0
Pretty_Boy_seg036,SP p r ih dx iy p r iy dx iy b oy SP,0.1406208 0.0697856 0.0440704 0.2559232 0.0411136 0.1078528 0.2300288 0.0303872 0.2494208 0.0204032 0.190592 0.15136 0.2684416 0.091648,1 2 2 3 2 2 1 1,rest D#4-38 F#4+48 F4-44 rest F#4-13 E4+44 rest F4+45 rest,0.141 0.114 0.297 0.118 0.250 0.270 0.200 0.142 0.268 0.092,0 0 0 0 1 0 0 1 0 0
Pretty_Boy_seg037,SP ay l ah v y uw l ay k ay AP n eh v er SP,0.091648 0.5885568 0.0822016 0.357376 0.2198144 0.1869824 0.3327872 0.2459008 0.4534912 0.1918464 0.5191808 0.5698048 0.0675072 0.2429056 0.0758912 0.1741056 0.1533056,1 1 1 3 2 2 1 2 2 1 1,rest D5-46 C#5+41 C#5+48 rest G#4-49 A4+42 rest E4-40 F#4-46 rest A4+42 rest F#4-37 E4+13 rest,0.092 0.589 0.082 0.368 0.240 0.157 0.323 0.255 0.175 0.290 0.181 0.519 0.637 0.319 0.174 0.153,0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0
Pretty_Boy_seg038,SP eh v er l ah v n ow w ah n SP,0.1533056 0.2268928 0.072448 0.2369408 0.1195392 0.1606528 0.0697984 0.1197952 0.581248 0.0331264 0.376256 0.0697728 0.2302208,1 1 1 2 3 2 2 1,rest F#4-10 F#4-31 E4-36 F#4+8 F#4+40 C5-8 A#4-38 A#4-15 rest,0.153 0.227 0.072 0.356 0.171 0.179 0.341 0.274 0.446 0.230,0 0 0 0 0 1 0 1 0 0
Pretty_Boy_seg039,SP b iy f ao r y uw AP p r ih dx iy p r iy dx iy b oy ah v m ay n AP jh ah s t eh l m iy y uw l ah v m iy t uw SP,0.2302208 0.0235136 0.446272 0.2630272 0.5171968 0.0895744 0.1161216 0.5745024 0.680192 0.0564224 0.0340224 0.2190464 0.0448896 0.0852224 0.2140928 0.0452736 0.2208384 0.0305024 0.2362752 0.1151872 0.2972032 0.4802048 0.1000192 0.1697408 0.88128 0.0895872 0.460416 0.103424 0.0372096 0.1593728 0.1485184 0.152512 0.0791552 0.0971392 0.1963648 0.09504 0.15104 0.1244672 0.20576 0.109376 0.059456 0.16032 0.1403648 1.4200576 1.539584,1 1 2 3 1 3 2 3 2 2 1 3 2 2 3 3 2 2 3 2 1 1,rest G4-39 G4-39 E4+41 rest E4-35 D4+38 D4+10 D4+8 rest D4+14 D4-39 C#4+50 C#4-40 C#4+37 D4-5 G4+10 rest F#4+13 rest F#3+46 F#4+12 E4+37 D4+11 G4-16 D#4+38 D#4-46 E4+17 rest,0.230 0.024 0.246 0.210 0.253 0.607 0.116 0.144 0.430 0.771 0.264 0.345 0.251 0.239 0.112 0.297 0.470 0.280 0.971 0.564 0.345 0.329 0.291 0.276 0.375 0.301 0.210 1.210 1.540,0 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0
Pretty_Boy_seg040,SP AP ow m ay p r ih dx iy p r ih dx iy b oy ay n iy d y uw SP,1.539584 0.780224 0.5093632 0.1185664 0.3720704 0.232 0.0273664 0.2604032 0.0198016 0.1197824 0.2259456 0.0596096 0.2258944 0.0291968 0.1801984 0.1588352 0.3005568 0.58016 0.0693888 0.3702272 0.3010304 0.029184 0.4697728 0.1826176,1 1 1 1 3 2 3 2 2 1 2 3 1 1,rest rest D#4-49 D#4+11 E4+45 rest G4-1 F4+47 rest F#4-3 F4-42 F#4-1 D5+39 C#5+48 C#5+47 rest A4+33 rest,1.540 0.780 0.509 0.119 0.372 0.259 0.280 0.131 0.275 0.255 0.339 0.301 0.341 0.309 0.341 0.359 0.470 0.183,0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0 0
